ScripCode,ScripId,BSE Exclusive,Status,GroupName,GSM,Unsolicited_SMS,Long_Term_Additional_Surveillance_Measure (Long Term ASM),Insolvency_Resolution_Process(IRP),Short_Term_Additional_Surveillance_Measure (Short Term ASM),Default,ICA,Pledge
538734,CEINSYSTECH,Y,A,B,100,100,100,100,100,100,100,100
538733,STARLIT,Y,A,B,0,100,100,100,100,100,100,100
538732,VGCL,Y,A,T,100,100,100,100,100,100,100,100
538731,HANMAN,Y,A,M,100,100,1,100,100,100,100,100
538730,PDSMFL,N,A,B,100,100,1,100,100,100,100,100
538716,ARYACAPM,Y,A,M,100,100,100,100,100,100,100,100
538715,DHABRIYA,Y,A,B,100,100,100,100,1,100,100,100
538714,SUCHITRA,Y,A,X,100,100,100,100,100,100,100,100
538713,ATISHAY,Y,A,B,100,100,100,100,100,100,100,100
538708,ETIL,Y,A,X,100,100,100,100,1,100,100,100
538707,RCCL,Y,A,XT,100,100,2,100,100,100,100,100
538706,ULTRACAB,Y,A,B,100,100,100,100,100,100,100,100
538686,PARTANI,Y,S,XT,100,100,100,100,100,100,100,100
538685,SHEMAROO,N,A,T,100,100,100,100,100,100,100,100
538684,ENCASH,Y,S,MT,6,100,100,100,100,100,100,100
538674,CITYONLINE,Y,A,Z,1,100,100,100,100,100,100,100
538668,NAYSAA,Y,A,M,100,100,100,100,100,100,100,100
538667,SIROHIA,Y,A,MT,100,100,100,100,100,100,100,100
538666,SHARDACROP,N,A,A,100,100,100,100,100,100,100,100
538653,EML,Y,S,Z,100,100,100,100,100,100,100,100
538652,HCLTD,Y,A,X,100,100,100,100,100,100,100,100
538647,PURSHOTTAM,Y,A,X,100,100,100,100,100,100,100,100
538646,QGO,Y,A,XT,100,100,100,100,100,100,100,100
538635,SNOWMAN,N,A,A,100,100,100,100,100,100,100,100
538634,VRL,Y,A,X,100,100,100,100,100,100,100,100
538611,RTFL,Y,A,Z,100,100,100,100,100,100,100,100
538610,UNISON,Y,A,XT,100,100,100,100,100,100,100,100
538609,GAJANANSEC,Y,A,XT,100,100,100,100,100,100,100,100
538608,DWITIYA,Y,S,Z,100,100,100,100,100,100,100,100
538607,TOYAMIND,Y,A,X,100,100,100,100,100,100,100,100
538598,VISHAL,Y,A,B,100,100,1,100,100,100,100,100
538597,TTIENT,Y,A,XT,100,100,100,100,100,100,100,100
538596,QUANTBUILD,Y,A,XT,100,100,100,100,100,100,100,100
538579,TRIVIKRAMA,Y,A,MT,100,100,100,100,100,100,100,100
538576,BHANDERI,Y,A,MT,100,100,100,100,100,100,100,100
538575,SOLISMAR,Y,S,Z,2,100,100,100,100,100,100,100
538570,ACHAL,Y,S,XT,100,100,100,100,100,100,100,100
538569,TRIVENIENT,Y,A,X,0,100,100,100,100,100,100,100
538568,FRUTION,Y,A,XT,100,100,100,100,100,100,100,100
538567,GULFOILLUB,N,A,A,100,100,100,100,100,100,100,100
538566,APOLLOTRI,Y,A,A,100,100,100,100,100,100,100,100
538565,VISTARAMAR,Y,A,X,100,100,100,100,100,100,100,100
538564,JAMESWARREN,Y,A,X,100,100,100,100,100,100,100,100
538563,ADARSH,Y,A,XT,0,100,100,100,100,100,100,100
538562,SKIPPER,N,A,B,100,100,100,100,100,100,100,100
538557,SAIBABA,Y,S,Z,100,100,100,100,100,100,100,100
538556,ARMAN,Y,A,X,0,100,100,100,100,100,100,100
538548,VITANAGRO,Y,S,XT,100,100,100,100,100,100,100,100
538547,OASIS,Y,S,Z,100,100,100,0,100,100,100,100
538546,BRPL,Y,A,M,100,100,100,100,100,100,100,100
538542,GOLDCOINHF,Y,A,XT,0,100,100,100,100,100,100,100
538541,INCEPTUM,Y,S,Z,0,100,100,100,100,100,100,100
538540,RLFL,Y,S,XT,3,100,100,100,100,100,100,100
538539,JTAPARIA,Y,A,XT,100,100,100,100,100,100,100,100
538537,OMANSH,Y,A,XT,0,100,100,100,100,100,100,100
538521,CROWNTOURS,Y,A,X,0,100,100,100,100,100,100,100
538520,SBL,Y,S,XT,100,100,100,100,100,100,100,100
538504,CML,Y,S,X,100,100,100,100,100,100,100,100
538496,TARINI,Y,A,M,100,100,100,100,100,100,100,100
538476,CTL,Y,A,X,100,100,100,100,100,100,100,100
538465,AMARSEC,Y,A,XT,2,100,100,100,100,100,100,100
538464,TPROJECT,Y,A,X,100,100,1,100,100,100,100,100
538452,QUASAR,Y,A,X,0,100,100,100,100,100,100,100
538451,WORTH,Y,A,XT,100,100,100,100,100,100,100,100
538450,DHYANAFIN,Y,S,X,100,100,100,100,100,100,100,100
538446,MONEYBOXX,Y,A,B,100,100,1,100,100,100,100,100
538433,CCFCL,Y,A,XT,1,100,100,100,100,100,100,100
538432,DIVINUS,Y,S,Z,100,100,100,100,100,100,100,100
538423,ALPSMOTOR,Y,S,Z,0,100,100,100,100,100,100,100
538422,JACKSON,Y,S,XT,6,100,100,100,100,100,100,100
538402,SPS,Y,A,B,100,100,100,100,100,100,100,100
538401,METSL,Y,A,X,100,100,100,100,100,100,100,100
538395,NAM,Y,A,X,0,100,100,100,100,100,100,100
538382,WESTLEIRES,Y,A,XT,100,100,100,100,100,100,100,100
538365,INCREDIBLE,N,A,B,100,100,100,100,100,100,100,100
538364,BCPAL,Y,S,Z,100,100,100,100,100,100,100,100
538351,AFEL,Y,A,X,100,100,100,100,100,100,100,100
538319,GCMCAPI,Y,A,M,100,100,1,100,100,100,100,100
538295,KAUSAMBI,Y,S,XT,6,100,100,100,100,100,100,100
538287,TARANG,Y,S,X,100,100,100,100,100,100,100,100
538273,RESPONSINF,Y,A,XT,2,100,100,100,100,100,100,100
538268,WONDERLA,N,A,A,100,100,100,100,100,100,100,100
538212,SHARPINV,Y,A,XT,100,100,100,100,100,100,100,100
538180,GOLDLINE,Y,A,Z,2,100,100,100,100,100,100,100
538128,WOMENSNEXT,Y,S,MT,100,100,100,100,100,100,100,100
538119,RNBDENIMS,Y,A,B,100,100,100,100,100,100,100,100
538092,JOONKTOLL,Y,A,X,100,100,100,100,100,100,100,100
538081,HARIAAPL,Y,A,XT,2,100,100,100,100,100,100,100
538019,OBIL,Y,A,Z,100,100,100,100,100,100,100,100
537985,INFRONICS,Y,A,X,1,100,100,100,100,100,100,100
537954,SKP,Y,S,Z,100,100,100,100,100,100,100,100
537840,RAUNAQEPC,Y,A,XT,100,100,100,100,100,100,100,100
537839,PHOENIXTN,Y,A,X,100,100,1,100,100,100,100,100
537838,NEGOTIUM,Y,S,XT,0,100,100,100,100,100,100,100
537820,VFL,N,A,T,100,100,1,100,100,100,100,100
537800,MANGIND,Y,A,XT,100,100,100,100,100,100,100,100
537785,RACE,Y,A,M,100,100,100,100,100,100,100,100
537784,KCSL,Y,A,M,100,100,100,100,100,100,100,100
537766,BCP,Y,A,B,0,100,100,100,100,100,100,100
537750,KIRANVYPAR,Y,A,X,100,100,100,100,100,100,100,100
537709,HANSUGAR,Y,A,X,100,100,1,100,100,100,100,100
537707,ETT,Y,A,X,100,100,1,100,100,100,100,100
537669,LAXMIPATI,Y,A,M,100,100,100,100,100,100,100,100
537582,UNISHIRE,Y,A,M,100,100,2,100,100,100,100,100
537573,POLYMAC,Y,A,M,100,100,1,100,100,100,100,100
537536,DENISCHEM,Y,A,X,100,100,100,100,100,100,100,100
537524,VIAANINDUS,Y,A,X,0,100,100,100,100,100,100,100
537492,AGRIMONY,Y,A,M,100,100,100,100,100,100,100,100
537392,TAAZAINT,Y,A,XT,100,100,100,100,100,100,100,100
537326,CHEMTECH,Y,A,T,0,100,100,100,100,100,100,100
537292,AGRITECH,N,A,T,100,100,100,100,100,100,100,100
537291,NATHBIOGEN,N,A,A,100,100,100,100,100,100,100,100
537259,SUYOG,Y,A,B,100,100,100,100,100,100,100,100
537254,RCIIND,Y,A,B,1,100,100,100,100,100,100,100
537253,SUNLOC,Y,A,XT,100,100,100,100,100,100,100,100
537119,TENTIMETAL,Y,S,M,100,100,100,100,100,100,100,100
537092,MODEX,Y,S,Z,100,100,100,100,100,100,100,100
537069,ARNOLD,Y,A,X,100,100,100,100,100,100,100,100
537068,SATYA,Y,S,Z,100,100,100,100,100,100,100,100
536974,CPL,Y,A,X,100,100,100,100,100,100,100,100
536965,BPCAP,Y,A,X,0,100,100,100,100,100,100,100
536868,INTELSOFT,Y,A,XT,100,100,100,100,100,100,100,100
536846,YURANUS,Y,A,XT,0,100,100,100,100,100,100,100
536820,BOSTONTEK,Y,S,Z,100,100,100,100,100,100,100,100
536799,SRSFIN,Y,S,Z,100,100,100,100,100,100,100,100
536773,JPOLYINVST,N,A,T,100,100,100,100,100,100,100,100
536751,FIVEXTRADE,Y,A,XT,0,100,100,100,100,100,100,100
536738,STELLAR,Y,A,M,100,100,100,100,100,100,100,100
536737,ACFSL,Y,A,M,100,100,100,100,100,100,100,100
536710,SRGSFL,Y,A,M,100,100,100,100,100,100,100,100
536709,INDRENEW,Y,A,XT,2,100,100,100,100,100,100,100
536672,VCU,Y,A,T,1,100,100,100,100,100,100,100
536671,SUBHTEX,Y,S,MT,100,100,100,100,100,100,100,100
536659,PVVINFRA,Y,A,Z,100,100,100,100,100,100,100,100
536644,NEWEVER,Y,S,MT,100,100,100,100,100,100,100,100
536592,SKFL,Y,S,Z,100,100,100,100,100,100,100,100
536565,TRIMURTHI,Y,A,X,0,100,100,100,100,100,100,100
536507,FLFL,N,A,A,100,100,100,100,100,100,100,100
536493,JK AGRI,Y,A,X,100,100,100,100,100,100,100,100
536456,RJBIOTECH,Y,A,M,100,100,1,100,100,100,100,100
536264,TIGERLOGS,Y,A,X,100,100,2,100,100,100,100,100
536170,KUSHAL,Y,A,XT,100,100,100,100,100,100,100,100
536128,VKJINFRA,Y,S,XT,100,100,100,100,100,100,100,100
536073,SILINFRA,Y,S,XT,6,100,100,100,100,100,100,100
535958,INTEGRA,N,S,T,3,100,100,100,100,100,100,100
535917,GCMCOMM,Y,A,M,100,100,100,100,100,100,100,100
535916,ALSL,Y,A,M,100,100,100,100,100,100,100,100
535910,MMLF,Y,A,M,100,100,100,100,100,100,100,100
535789,IBULHSGFIN,N,A,A,100,100,100,100,100,100,100,100
535755,ABFRL,N,A,A,100,100,100,100,100,100,100,100
535754,ORIENTCEM,N,A,A,100,100,100,100,100,100,100,100
535730,KHOOBSURAT,Y,S,XT,3,100,100,100,100,100,100,100
535719,QUEST,Y,S,XT,4,100,100,100,100,100,100,100
535694,EDSL,Y,S,Z,100,100,100,100,100,100,100,100
535693,BRAHMINFRA,Y,A,X,100,100,1,100,100,100,100,100
535667,IFINSEC,Y,A,XT,100,100,100,100,100,100,100,100
535658,PAWANSUT,Y,S,Z,100,100,100,100,100,100,100,100
535657,OONE,Y,A,XT,100,100,100,100,100,100,100,100
535648,JUSTDIAL,N,A,A,100,100,100,100,100,100,100,100
535647,SDC,Y,A,M,100,100,1,100,100,100,100,100
535621,SVGLOBAL,Y,A,X,100,100,100,100,100,100,100,100
535620,BINNYMILLS,Y,A,X,100,100,100,100,1,100,100,100
535602,SHARDA,N,A,B,100,100,1,100,100,100,100,100
535601,SREEL,N,A,B,100,100,100,100,100,100,100,100
535566,KIFS,Y,A,X,100,100,100,100,100,100,100,100
535514,PRIMECAPM,Y,S,XT,6,100,100,100,100,100,100,100
535503,RLL,Y,S,Z,100,100,100,100,100,100,100,100
535467,AIFL,N,S,Z,100,100,100,0,100,100,100,100
535466,SRL,Y,S,M,100,100,100,0,100,100,100,100
535458,NIBL,N,A,B,100,100,100,100,100,100,100,100
535431,GCMSECU,Y,A,M,100,100,100,100,100,100,100,100
535387,LAKHOTIA,Y,A,XT,0,100,100,100,100,100,100,100
535322,REPCOHOME,N,A,A,100,100,100,100,100,100,100,100
535279,BMAL,Y,A,M,100,100,2,0,100,100,100,100
535267,COMFINCAP,Y,A,X,100,100,100,100,100,100,100,100
535217,HPCBL,Y,S,MT,100,100,100,100,100,100,100,100
535205,MYSTICELE,Y,A,XT,100,100,100,100,100,100,100,100
535204,MUKTA,Y,A,XT,100,100,100,100,100,100,100,100
535142,CNEL,Y,S,MT,100,100,100,100,100,100,100,100
535141,SRDL,Y,S,Z,100,100,100,100,100,100,100,100
535136,NIBE,Y,A,XT,100,100,100,100,100,100,100,100
534976,VMART,N,A,A,100,100,100,100,100,100,100,100
534927,EBFL,Y,S,MT,100,100,100,100,100,100,100,100
534920,COVIDH,Y,S,XT,0,100,100,0,100,100,100,100
534839,EFPL,Y,S,MT,100,100,100,100,100,100,100,100
534816,INDUSTOWER,N,A,A,100,100,100,100,100,100,100,1
534809,PCJEWELLER,N,A,A,100,100,100,100,100,100,100,100
534804,CARERATING,N,A,A,100,100,100,100,100,100,100,100
534796,CDG,Y,A,X,0,100,100,100,100,100,100,100
534758,CIGNITI,N,A,A,100,100,100,100,100,100,100,100
534757,FOCUSIRL,Y,S,Z,100,100,100,100,100,100,100,100
534755,TRIOMERC,Y,A,X,100,100,100,100,100,100,100,100
534748,STEELXIND,N,A,B,100,100,100,100,100,100,100,100
534742,ZUARI,N,A,B,100,100,100,100,100,100,100,100
534741,VIRTUALG,Y,A,X,100,100,100,100,100,100,100,100
534740,BCHL,Y,S,XT,6,100,100,100,100,100,100,100
534734,RMCHEM,Y,S,Z,100,100,100,100,100,100,100,100
534733,SUPREMEX,Y,A,XT,0,100,100,100,100,100,100,100
534732,INTELLADV,Y,A,X,1,100,100,100,100,100,100,100
534731,BITL,Y,A,XT,100,100,100,100,100,100,100,100
534708,RCRL,Y,S,MT,100,100,100,100,100,100,100,100
534707,ADITRI,Y,S,XT,3,100,100,100,100,100,100,100
534691,COMCL,Y,A,X,100,100,100,100,100,100,100,100
534680,SRGHFL,Y,A,X,100,100,100,100,100,100,100,100
534675,PROZONINTU,N,A,B,100,100,100,100,100,100,100,100
534674,DUCON,N,A,B,100,100,1,100,100,100,100,100
534659,JOINTECAED,Y,A,M,100,100,100,100,100,100,100,100
534639,VINAYAKPOL,Y,A,XT,2,100,100,100,100,100,100,100
534623,JUPITERIN,Y,A,X,1,100,100,100,100,100,100,100
534618,WAAREERTL,Y,A,X,100,100,100,100,100,100,100,100
534615,NECCLTD,N,A,B,100,100,100,100,100,100,100,100
534612,AMTL,Y,A,X,100,100,100,100,100,100,100,100
534600,JTLINFRA,Y,A,X,100,100,100,100,100,100,100,100
534598,SEPOWER,N,A,B,100,100,1,100,100,100,100,100
534597,RTNINDIA,N,A,B,100,100,100,100,100,100,100,100
534564,ASEEMG,Y,S,Z,100,100,100,100,100,100,100,100
534563,MASL,Y,A,M,100,100,100,0,100,100,100,100
534535,BGPL,Y,S,Z,100,100,100,100,100,100,100,100
534532,LYPSAGEMS,N,A,B,100,100,100,100,100,100,100,100
534425,SPECIALITY,N,A,B,100,100,1,100,100,100,100,100
534422,LOOKS,Y,A,XT,100,100,100,100,100,100,100,100
534392,VSSL,N,A,B,100,100,100,100,100,100,100,100
534369,TBZ,N,A,B,100,100,100,100,100,100,100,100
534338,MAXHEIGHTS,Y,A,X,100,100,100,100,100,100,100,100
534328,HEXATRADEX,N,A,T,100,100,4,100,100,100,100,100
534312,MTEDUCARE,N,A,B,100,100,100,100,100,100,100,100
534309,NBCC,N,A,A,100,100,100,100,100,100,100,100
534190,OLPCL,Y,A,XT,100,100,100,100,100,100,100,100
534139,SCHNEIDER,N,A,A,100,100,100,100,100,100,100,100
534109,PYXISFIN,Y,A,M,100,100,100,100,100,100,100,100
534091,MCX,N,A,A,100,100,100,100,100,100,100,100
534076,RHIM,N,A,A,100,100,100,100,100,100,100,100
534064,AIML,Y,S,XT,4,100,100,100,100,100,100,100
534063,FUTSOL,Y,A,XT,100,100,100,100,100,100,100,100
534060,PMCFIN,Y,A,X,100,100,100,100,100,100,100,100
533982,TERASOFT,N,A,B,100,100,100,100,100,100,100,100
533941,THOMASCOTT,N,A,T,100,100,100,100,100,100,100,100
533896,FERVENTSYN,Y,A,X,100,100,100,100,100,100,100,100
533790,KGNENT,Y,S,Z,100,100,100,100,100,100,100,100
533761,GPTINFRA,N,A,B,100,100,100,100,100,100,100,100
533758,APLAPOLLO,N,A,A,100,100,100,100,100,100,100,100
533704,ESSARSHPNG,N,A,B,100,100,1,100,100,100,100,100
533676,INDOTHAI,N,A,B,100,100,100,100,100,100,100,100
533655,TRITURBINE,N,A,A,100,100,100,100,100,100,100,100
533644,UJAAS,N,A,B,100,100,1,0,100,100,100,100
533638,FLEXITUFF,N,A,B,100,100,1,100,100,100,100,100
533632,ONELIFECAP,N,A,B,100,100,100,100,100,100,100,100
533629,TIJARIA,N,A,B,100,100,1,100,100,100,100,100
533608,RDBRL,Y,A,X,100,100,100,100,100,100,100,100
533605,SETUINFRA,N,A,B,100,100,100,100,100,100,100,100
533602,LESHAIND,Y,A,XT,100,100,100,100,100,100,100,100
533581,PGEL,N,A,B,100,100,100,100,100,100,100,100
533576,VASWANI,N,A,B,100,100,100,100,1,100,100,100
533573,APLLTD,N,A,A,100,100,100,100,100,100,100,100
533553,TDPOWERSYS,N,A,B,100,100,1,100,100,100,100,100
533552,RUPA,N,A,A,100,100,100,100,100,100,100,100
533543,BROOKS,N,A,B,100,100,1,100,100,100,100,100
533540,TREEHOUSE,N,A,B,100,100,100,100,100,100,100,100
533525,HEALTHTECH,Y,S,Z,100,100,100,100,100,100,100,100
533520,YAARII,N,A,A,100,100,100,100,100,100,100,100
533519,L&TFH,N,A,A,100,100,100,100,100,100,100,100
533506,INVENTURE,N,A,B,100,100,100,100,100,100,100,100
533499,BGLOBAL,N,S,T,100,100,100,100,100,100,100,100
533482,KRIINFRA,N,A,B,100,100,1,100,100,100,100,100
533477,ENKEIWHEL,Y,A,X,100,100,100,100,100,100,100,100
533470,RUSHIL,N,A,B,100,100,100,100,100,100,100,100
533452,DELPHIFX,N,A,B,100,100,100,100,100,100,100,100
533451,KARMAENG,N,A,B,100,100,1,100,100,100,100,100
533427,VMS,Y,A,X,100,100,100,100,100,100,100,100
533407,CNOVAPETRO,Y,A,X,100,100,100,100,100,100,100,100
533400,FCONSUMER,N,A,A,100,100,100,100,100,100,100,100
533398,MUTHOOTFIN,N,A,A,100,100,100,100,100,100,100,100
533393,TCIDEVELOP,N,A,B,100,100,1,100,100,100,100,100
533344,PFS,N,A,A,100,100,100,100,100,100,100,100
533343,LOVABLE,N,A,B,100,100,100,100,100,100,100,100
533339,ZENTEC,N,A,B,100,100,1,100,100,100,100,100
533336,DHUNINV,N,A,B,100,100,100,100,100,100,100,100
533333,FCL,N,A,B,100,100,100,100,100,100,100,100
533329,INDTERRAIN,N,A,B,100,100,100,100,100,100,100,100
533326,TEXRAIL,N,A,A,100,100,100,100,100,100,100,100
533321,BILENERGY,N,S,Z,100,100,100,100,100,100,100,100
533320,JUBLINDS,N,A,B,100,100,1,100,100,100,100,100
533317,OMKARCHEM,N,A,T,100,100,100,100,100,100,100,100
533316,STEL,N,A,B,100,100,100,100,100,100,100,100
533315,INOVSYNTH,Y,A,X,100,100,100,100,100,100,100,100
533310,MIDVAL,Y,S,Z,100,100,100,100,100,100,100,100
533306,SUMMITSEC,N,A,B,100,100,100,100,100,100,100,100
533305,SRSREAL,Y,S,Z,100,100,100,100,100,100,100,100
533303,BFINVEST,N,A,A,100,100,100,100,100,100,100,100
533302,KICL,N,A,B,100,100,100,100,100,100,100,100
533301,SPYL,N,S,T,3,100,100,100,100,100,100,100
533298,SURANASOL,N,A,T,100,100,100,100,100,100,100,100
533296,FMNL,N,A,B,100,100,1,100,100,100,100,100
533295,PSB,N,A,B,100,100,100,100,100,100,100,100
533294,RKDL,N,A,B,100,100,100,100,100,100,100,100
533293,KIRLOSENG,N,A,A,100,100,100,100,100,100,100,100
533292,A2ZINFRA,N,A,B,100,100,1,100,100,100,100,100
533289,KTIL,Y,A,X,100,100,100,100,100,100,100,100
533287,ZEELEARN,N,A,B,100,100,100,100,100,100,100,100
533286,MOIL,N,A,A,100,100,100,100,100,100,100,100
533285,RDBRIL,Y,A,X,100,100,100,100,100,100,100,100
533284,RPPINFRA,N,A,B,100,100,100,100,100,100,100,100
533282,GRAVITA,N,A,B,100,100,100,100,100,100,100,100
533278,COALINDIA,N,A,A,100,100,100,100,100,100,100,100
533275,GAL,N,A,B,100,100,100,100,100,100,100,100
533274,PRESTIGE,N,A,A,100,100,100,100,100,100,100,100
533273,OBEROIRLTY,N,A,A,100,100,100,100,100,100,100,100
533272,CEBBCO,N,A,B,100,100,100,100,100,100,100,100
533271,ASHOKA,N,A,A,100,100,100,100,100,100,100,100
533270,BEDMUTHA,N,A,B,100,100,100,100,100,100,100,100
533269,WABAG,N,A,A,100,100,100,100,100,100,100,100
533268,SEATV,Y,S,XT,3,100,100,100,100,100,100,100
533267,CANTABIL,N,A,T,100,100,100,100,100,100,100,100
533265,GALLISPAT,N,A,B,100,100,100,100,100,100,100,100
533263,GREENPOWER,N,A,T,100,100,100,100,100,100,100,100
533262,RAMKY,N,A,B,100,100,100,100,100,100,100,100
533261,EROSMEDIA,N,A,B,100,100,1,100,100,100,100,100
533260,CAREERP,N,A,B,100,100,100,100,100,100,100,100
533259,SASTASUNDR,N,A,B,100,100,100,100,100,100,100,100
533257,INDOSOLAR,N,A,Z,100,100,100,1,100,100,100,100
533252,WELINV,N,A,B,100,100,100,100,100,100,100,100
533248,GPPL,N,A,A,100,100,100,100,100,100,100,100
533239,PRAKASHSTL,N,A,B,100,100,100,100,100,100,100,100
533229,BAJAJCON,N,A,A,100,100,100,100,100,100,100,100
533227,AHLEAST,N,A,B,100,100,100,100,100,100,100,100
533221,AHLWEST,N,A,Z,100,100,100,100,100,100,100,100
533218,EMAMIREAL,N,A,B,100,100,100,100,100,100,100,100
533217,HMVL,N,A,B,100,100,100,100,100,100,100,100
533216,TECHNOFAB,N,S,Z,100,100,100,100,100,100,100,100
533212,GKB,Y,A,X,100,100,100,100,100,100,100,100
533210,KRITINUT,Y,A,X,100,100,100,100,100,100,100,100
533208,EMAMIPAP,N,A,B,100,100,100,100,100,100,100,100
533207,JPINFRATEC,N,A,B,100,100,1,0,100,100,100,100
533206,SJVN,N,A,A,100,100,100,100,100,100,100,100
533204,GBGLOBAL,N,S,T,100,100,100,0,100,100,100,100
533203,TARAPUR,N,A,B,0,100,100,100,100,100,100,100
533202,NEH,Y,A,X,100,100,100,100,100,100,100,100
533200,TALWALKARS,N,S,Z,100,100,100,0,100,100,100,100
533193,KECL,N,A,T,100,100,100,100,100,100,100,100
533192,KCPSUGIND,N,A,B,100,100,100,100,100,100,100,100
533189,GOENKA,N,A,Z,100,100,100,100,100,100,100,100
533181,ISFT,N,A,B,100,100,100,100,100,100,100,100
533179,PERSISTENT,N,A,A,100,100,100,100,100,100,100,100
533178,PRADIP,N,S,B,1,100,100,0,100,100,100,100
533177,IL&FSTRANS,N,A,Z,100,100,100,100,100,100,100,100
533176,DQE,N,S,Z,100,100,100,100,100,100,100,100
533170,TAMBOLI,Y,A,X,100,100,100,100,100,100,100,100
533169,MANINFRA,N,A,B,100,100,1,100,100,100,100,100
533168,ROSSELLIND,N,A,B,100,100,100,100,100,100,100,100
533167,COROENGG,Y,A,X,0,100,100,100,100,100,100,100
533166,SUNDARAM,N,A,B,100,100,100,100,100,100,100,100
533164,TEXMOPIPES,N,A,B,100,100,100,100,100,100,100,100
533163,ARSSINFRA,N,A,B,100,100,100,100,100,100,100,100
533162,HATHWAY,N,A,A,100,100,100,100,100,100,100,100
533161,EMMBI,N,A,B,100,100,100,100,100,100,100,100
533160,DBREALTY,N,A,B,100,100,1,100,100,100,100,100
533158,THANGAMAYL,N,A,B,100,100,100,100,100,100,100,100
533157,SYNCOM,N,S,Z,100,100,100,0,100,100,100,100
533156,VASCONEQ,N,A,B,100,100,100,100,100,100,100,100
533155,JUBLFOOD,N,A,A,100,100,100,100,100,100,100,100
533152,MBLINFRA,N,A,B,100,100,100,100,1,100,100,100
533151,DBCORP,N,A,A,100,100,100,100,100,100,100,100
533150,GODREJPROP,N,A,A,100,100,100,100,100,100,100,100
533149,ESSARSEC,Y,A,X,100,100,100,100,1,100,100,100
533148,JSWENERGY,N,A,T,100,100,4,100,100,100,100,100
533146,DLINKINDIA,N,A,B,100,100,100,100,100,100,100,100
533144,COX&KINGS,N,A,Z,0,100,100,0,100,100,100,100
533138,ASTEC,N,A,A,100,100,100,100,100,100,100,100
533137,DEN,N,A,A,100,100,100,100,100,100,100,100
533122,RTNPOWER,N,A,B,100,100,100,100,100,100,100,1
533121,EXPLEOSOL,N,A,B,100,100,2,100,100,100,100,100
533110,SPSL,Y,A,XT,1,100,100,100,100,100,100,100
533109,EUROMULTI,N,S,Z,100,100,100,100,100,100,100,100
533108,BTTL,Y,A,X,100,100,100,100,100,100,100,100
533107,RNAVAL,N,A,Z,100,100,100,0,100,100,100,100
533106,OIL,N,A,A,100,100,100,100,100,100,100,100
533104,GLOBUSSPR,N,A,B,100,100,100,100,100,100,100,100
533103,JINDCOT,N,S,T,100,100,100,100,100,100,100,100
533101,SURYAAMBA,Y,A,X,100,100,100,100,100,100,100,100
533098,NHPC,N,A,A,100,100,100,100,100,100,100,100
533096,ADANIPOWER,N,A,A,100,100,3,100,100,100,100,100
533095,BENGALASM,Y,A,B,100,100,100,100,100,100,100,100
533093,RAJOIL,N,A,T,100,100,100,0,100,100,100,100
533090,EXCEL,N,A,B,100,100,100,100,100,100,100,100
533088,MHRIL,N,A,A,100,100,100,100,100,100,100,100
533080,MOLDTKPAC,N,A,A,100,100,100,100,100,100,100,100
533079,SANDPLAST,Y,S,Z,100,100,100,100,100,100,100,100
533078,MANJEERA,Y,A,X,0,100,100,100,100,100,100,100
533056,VEDAVAAG,Y,A,X,100,100,100,100,100,100,100,100
533048,GISOLUTION,N,S,T,3,100,100,100,100,100,100,100
533047,IMFA,N,A,B,100,100,3,100,100,100,100,100
533033,ISGEC,N,A,A,100,100,1,100,100,100,100,100
533029,ALKALI,N,A,B,100,100,1,100,100,100,100,100
533023,WABCOINDIA,N,A,A,100,100,100,100,100,100,100,100
533022,20MICRONS,N,A,B,100,100,100,100,100,100,100,100
533019,SIMPLXPAP,Y,A,XT,100,100,2,100,100,100,100,100
533018,SIMPLXMIL,Y,A,XT,100,100,100,100,100,100,100,100
533017,RMMIL,N,S,Z,6,100,100,100,100,100,100,100
533016,AUSTRAL,N,S,T,100,100,100,100,100,100,100,100
533015,NUTEK,N,S,Z,100,100,100,0,100,100,100,100
533014,SICAGEN,Y,A,X,100,100,100,100,100,100,100,100
533012,LPDC,N,A,B,100,100,1,100,100,100,100,100
533008,OISL,N,S,Z,100,100,100,0,100,100,100,100
533007,LGBFORGE,N,A,B,100,100,100,100,100,100,100,100
533006,BIRLACOT,Y,S,Z,6,100,100,0,100,100,100,100
533001,SOMICONV,N,A,B,100,100,100,100,100,100,100,100
532998,LEHIL,N,A,B,100,100,100,100,100,100,100,100
532997,KSK,N,S,Z,100,100,100,0,100,100,100,100
532994,ARCHIDPLY,N,A,B,100,100,100,100,1,100,100,100
532993,SEJAL,N,S,Z,100,100,100,0,100,100,100,100
532992,CHLLTD,Y,A,XT,100,100,100,100,100,100,100,100
532991,MVL,N,S,Z,100,100,100,100,100,100,100,100
532990,METKORE,N,S,Z,100,100,100,0,100,100,100,100
532989,BAFNAPHARM,N,A,B,100,100,100,0,100,100,100,100
532988,RANEENGINE,N,A,B,100,100,100,100,100,100,100,100
532987,RBL,N,A,B,100,100,100,100,100,100,100,100
532986,NIRAJ,N,A,B,100,100,100,100,100,100,100,100
532983,RPGLIFE,N,A,B,100,100,100,100,100,100,100,100
532980,GOKUL,N,A,B,100,100,100,100,1,100,100,100
532978,BAJAJFINSV,N,A,A,100,100,100,100,100,100,100,100
532977,BAJAJ-AUTO,N,A,A,100,100,100,100,100,100,100,100
532976,JAIBALAJI,N,A,B,100,100,100,100,100,100,100,100
